id,product_id,feature_name,feature_value,category,is_true
181,10,Task Management,true,general,True
182,10,Kanban Boards,true,general,True
183,10,Gantt Charts,false,analytics,False
184,10,Time Tracking,false,general,False
185,10,Sprints/Scrum,false,general,False
186,10,Roadmaps,true,general,True
187,10,Automation,true,ai,True
188,10,Reporting/Analytics,true,analytics,True
189,10,Custom Workflows,true,general,True
190,10,API/Integrations,true,integration,True
191,10,Mobile App,true,mobile,True
192,10,Resource Management,false,general,False
193,10,Dependencies,false,general,False
194,10,Goals/OKRs,false,general,False
195,10,Forms,false,general,False
196,10,Guest Access,false,collaboration,False
197,10,File Sharing,false,general,False
198,10,Comments/Mentions,false,collaboration,False
199,10,Templates,false,general,False
200,10,Calendar View,false,general,False
201,11,Task Management,true,general,True
202,11,Kanban Boards,true,general,True
203,11,Gantt Charts,false,analytics,False
204,11,Time Tracking,false,general,False
205,11,Sprints/Scrum,false,general,False
206,11,Roadmaps,false,general,False
207,11,Automation,true,ai,True
208,11,Reporting/Analytics,true,analytics,True
209,11,Custom Workflows,true,general,True
210,11,API/Integrations,true,integration,True
211,11,Mobile App,false,mobile,False
212,11,Resource Management,true,general,True
213,11,Dependencies,false,general,False
214,11,Goals/OKRs,false,general,False
215,11,Forms,false,general,False
216,11,Guest Access,false,collaboration,False
217,11,File Sharing,false,general,False
218,11,Comments/Mentions,false,collaboration,False
219,11,Templates,false,general,False
220,11,Calendar View,false,general,False
221,12,Task Management,true,general,True
222,12,Kanban Boards,true,general,True
223,12,Gantt Charts,true,analytics,True
224,12,Time Tracking,true,general,True
225,12,Sprints/Scrum,false,general,False
226,12,Roadmaps,false,general,False
227,12,Automation,true,ai,True
228,12,Reporting/Analytics,true,analytics,True
229,12,Custom Workflows,true,general,True
230,12,API/Integrations,true,integration,True
231,12,Mobile App,true,mobile,True
232,12,Resource Management,true,general,True
233,12,Dependencies,false,general,False
234,12,Goals/OKRs,true,general,True
235,12,Forms,true,general,True
236,12,Guest Access,true,collaboration,True
237,12,File Sharing,false,general,False
238,12,Comments/Mentions,true,collaboration,True
239,12,Templates,true,general,True
240,12,Calendar View,true,general,True
241,13,Task Management,true,general,True
242,13,Kanban Boards,false,general,False
243,13,Gantt Charts,true,analytics,True
244,13,Time Tracking,true,general,True
245,13,Sprints/Scrum,false,general,False
246,13,Roadmaps,true,general,True
247,13,Automation,true,ai,True
248,13,Reporting/Analytics,true,analytics,True
249,13,Custom Workflows,true,general,True
250,13,API/Integrations,true,integration,True
251,13,Mobile App,true,mobile,True
252,13,Resource Management,true,general,True
253,13,Dependencies,true,general,True
254,13,Goals/OKRs,true,general,True
255,13,Forms,true,general,True
256,13,Guest Access,true,collaboration,True
257,13,File Sharing,true,general,True
258,13,Comments/Mentions,true,collaboration,True
259,13,Templates,true,general,True
260,13,Calendar View,true,general,True
261,14,Task Management,true,general,True
262,14,Kanban Boards,false,general,False
263,14,Gantt Charts,false,analytics,False
264,14,Time Tracking,false,general,False
265,14,Sprints/Scrum,false,general,False
266,14,Roadmaps,true,general,True
267,14,Automation,true,ai,True
268,14,Reporting/Analytics,true,analytics,True
269,14,Custom Workflows,true,general,True
270,14,API/Integrations,true,integration,True
271,14,Mobile App,true,mobile,True
272,14,Resource Management,true,general,True
273,14,Dependencies,false,general,False
274,14,Goals/OKRs,false,general,False
275,14,Forms,false,general,False
276,14,Guest Access,true,collaboration,True
277,14,File Sharing,true,general,True
278,14,Comments/Mentions,true,collaboration,True
279,14,Templates,true,general,True
280,14,Calendar View,true,general,True
281,15,Task Management,true,general,True
282,15,Kanban Boards,true,general,True
283,15,Gantt Charts,false,analytics,False
284,15,Time Tracking,true,general,True
285,15,Sprints/Scrum,false,general,False
286,15,Roadmaps,false,general,False
287,15,Automation,false,ai,False
288,15,Reporting/Analytics,false,analytics,False
289,15,Custom Workflows,false,general,False
290,15,API/Integrations,true,integration,True
291,15,Mobile App,true,mobile,True
292,15,Resource Management,false,general,False
293,15,Dependencies,false,general,False
294,15,Goals/OKRs,false,general,False
295,15,Forms,false,general,False
296,15,Guest Access,false,collaboration,False
297,15,File Sharing,false,general,False
298,15,Comments/Mentions,true,collaboration,True
299,15,Templates,true,general,True
300,15,Calendar View,true,general,True
301,16,Task Management,true,general,True
302,16,Kanban Boards,true,general,True
303,16,Gantt Charts,false,analytics,False
304,16,Time Tracking,false,general,False
305,16,Sprints/Scrum,false,general,False
306,16,Roadmaps,true,general,True
307,16,Automation,false,ai,False
308,16,Reporting/Analytics,true,analytics,True
309,16,Custom Workflows,true,general,True
310,16,API/Integrations,true,integration,True
311,16,Mobile App,true,mobile,True
312,16,Resource Management,false,general,False
313,16,Dependencies,false,general,False
314,16,Goals/OKRs,true,general,True
315,16,Forms,false,general,False
316,16,Guest Access,true,collaboration,True
317,16,File Sharing,true,general,True
318,16,Comments/Mentions,true,collaboration,True
319,16,Templates,true,general,True
320,16,Calendar View,true,general,True
321,17,Task Management,true,general,True
322,17,Kanban Boards,false,general,False
323,17,Gantt Charts,false,analytics,False
324,17,Time Tracking,false,general,False
325,17,Sprints/Scrum,false,general,False
326,17,Roadmaps,true,general,True
327,17,Automation,true,ai,True
328,17,Reporting/Analytics,true,analytics,True
329,17,Custom Workflows,true,general,True
330,17,API/Integrations,true,integration,True
331,17,Mobile App,true,mobile,True
332,17,Resource Management,false,general,False
333,17,Dependencies,false,general,False
334,17,Goals/OKRs,true,general,True
335,17,Forms,true,general,True
336,17,Guest Access,true,collaboration,True
337,17,File Sharing,true,general,True
338,17,Comments/Mentions,true,collaboration,True
339,17,Templates,true,general,True
340,17,Calendar View,true,general,True
341,18,Task Management,true,general,True
342,18,Kanban Boards,true,general,True
343,18,Gantt Charts,false,analytics,False
344,18,Time Tracking,false,general,False
345,18,Sprints/Scrum,true,general,True
346,18,Roadmaps,true,general,True
347,18,Automation,true,ai,True
348,18,Reporting/Analytics,true,analytics,True
349,18,Custom Workflows,false,general,False
350,18,API/Integrations,true,integration,True
351,18,Mobile App,false,mobile,False
352,18,Resource Management,false,general,False
353,18,Dependencies,false,general,False
354,18,Goals/OKRs,true,general,True
355,18,Forms,false,general,False
356,18,Guest Access,false,collaboration,False
357,18,File Sharing,false,general,False
358,18,Comments/Mentions,true,collaboration,True
359,18,Templates,false,general,False
360,18,Calendar View,false,general,False
361,19,Task Management,true,general,True
362,19,Kanban Boards,false,general,False
363,19,Gantt Charts,true,analytics,True
364,19,Time Tracking,true,general,True
365,19,Sprints/Scrum,false,general,False
366,19,Roadmaps,true,general,True
367,19,Automation,true,ai,True
368,19,Reporting/Analytics,true,analytics,True
369,19,Custom Workflows,true,general,True
370,19,API/Integrations,true,integration,True
371,19,Mobile App,false,mobile,False
372,19,Resource Management,false,general,False
373,19,Dependencies,true,general,True
374,19,Goals/OKRs,true,general,True
375,19,Forms,true,general,True
376,19,Guest Access,true,collaboration,True
377,19,File Sharing,true,general,True
378,19,Comments/Mentions,true,collaboration,True
379,19,Templates,false,general,False
380,19,Calendar View,false,general,False
381,20,Task Management,true,general,True
382,20,Kanban Boards,false,general,False
383,20,Gantt Charts,true,analytics,True
384,20,Time Tracking,true,general,True
385,20,Sprints/Scrum,false,general,False
386,20,Roadmaps,false,general,False
387,20,Automation,true,ai,True
388,20,Reporting/Analytics,true,analytics,True
389,20,Custom Workflows,true,general,True
390,20,API/Integrations,true,integration,True
391,20,Mobile App,true,mobile,True
392,20,Resource Management,false,general,False
393,20,Dependencies,true,general,True
394,20,Goals/OKRs,false,general,False
395,20,Forms,false,general,False
396,20,Guest Access,false,collaboration,False
397,20,File Sharing,false,general,False
398,20,Comments/Mentions,false,collaboration,False
399,20,Templates,false,general,False
400,20,Calendar View,true,general,True
401,21,Contact Management,true,general,True
402,21,Deal Pipeline,true,general,True
403,21,Email Integration,true,integration,True
404,21,Automation,true,ai,True
405,21,Reporting/Analytics,true,analytics,True
406,21,Lead Scoring,true,general,True
407,21,API/Integrations,true,integration,True
408,21,Mobile App,true,mobile,True
409,21,Custom Fields,true,general,True
410,21,Workflow Builder,true,general,True
411,21,Email Templates,true,ai,True
412,21,Call Tracking,true,general,True
413,21,Social Media Integration,true,integration,True
414,21,Territory Management,true,general,True
415,21,Forecasting,true,general,True
416,21,Web Forms,true,general,True
417,21,Live Chat,true,general,True
418,21,AI Features,true,ai,True
419,22,Contact Management,true,general,True
420,22,Deal Pipeline,true,general,True
421,22,Email Integration,true,integration,True
422,22,Automation,true,ai,True
423,22,Reporting/Analytics,true,analytics,True
424,22,Lead Scoring,true,general,True
425,22,API/Integrations,true,integration,True
426,22,Mobile App,true,mobile,True
427,22,Custom Fields,true,general,True
428,22,Workflow Builder,true,general,True
429,22,Email Templates,true,ai,True
430,22,Call Tracking,false,general,False
431,22,Social Media Integration,true,integration,True
432,22,Territory Management,true,general,True
433,22,Forecasting,true,general,True
434,22,Web Forms,true,general,True
435,22,Live Chat,true,general,True
436,22,AI Features,true,ai,True
437,23,Contact Management,true,general,True
438,23,Deal Pipeline,true,general,True
439,23,Email Integration,true,integration,True
440,23,Automation,true,ai,True
441,23,Reporting/Analytics,true,analytics,True
442,23,Lead Scoring,false,general,False
443,23,API/Integrations,true,integration,True
444,23,Mobile App,false,mobile,False
445,23,Custom Fields,true,general,True
446,23,Workflow Builder,true,general,True
447,23,Email Templates,true,ai,True
448,23,Call Tracking,false,general,False
449,23,Social Media Integration,false,integration,False
450,23,Territory Management,false,general,False
451,23,Forecasting,false,general,False
452,23,Web Forms,false,general,False
453,23,Live Chat,false,general,False
454,23,AI Features,true,ai,True
455,24,Contact Management,true,general,True
456,24,Deal Pipeline,true,general,True
457,24,Email Integration,true,integration,True
458,24,Automation,true,ai,True
459,24,Reporting/Analytics,true,analytics,True
460,24,Lead Scoring,true,general,True
461,24,API/Integrations,true,integration,True
462,24,Mobile App,true,mobile,True
463,24,Custom Fields,true,general,True
464,24,Workflow Builder,true,general,True
465,24,Email Templates,true,ai,True
466,24,Call Tracking,true,general,True
467,24,Social Media Integration,true,integration,True
468,24,Territory Management,true,general,True
469,24,Forecasting,true,general,True
470,24,Web Forms,true,general,True
471,24,Live Chat,true,general,True
472,24,AI Features,true,ai,True
473,25,Contact Management,true,general,True
474,25,Deal Pipeline,true,general,True
475,25,Email Integration,true,integration,True
476,25,Automation,true,ai,True
477,25,Reporting/Analytics,true,analytics,True
478,25,Lead Scoring,true,general,True
479,25,API/Integrations,true,integration,True
480,25,Mobile App,false,mobile,False
481,25,Custom Fields,true,general,True
482,25,Workflow Builder,true,general,True
483,25,Email Templates,true,ai,True
484,25,Call Tracking,false,general,False
485,25,Social Media Integration,false,integration,False
486,25,Territory Management,false,general,False
487,25,Forecasting,true,general,True
488,25,Web Forms,false,general,False
489,25,Live Chat,false,general,False
490,25,AI Features,true,ai,True
491,26,Contact Management,true,general,True
492,26,Deal Pipeline,true,general,True
493,26,Email Integration,true,integration,True
494,26,Automation,true,ai,True
495,26,Reporting/Analytics,true,analytics,True
496,26,Lead Scoring,false,general,False
497,26,API/Integrations,true,integration,True
498,26,Mobile App,false,mobile,False
499,26,Custom Fields,false,general,False
500,26,Workflow Builder,true,general,True
501,26,Email Templates,true,ai,True
502,26,Call Tracking,true,general,True
503,26,Social Media Integration,false,integration,False
504,26,Territory Management,false,general,False
505,26,Forecasting,false,general,False
506,26,Web Forms,false,general,False
507,26,Live Chat,false,general,False
508,26,AI Features,true,ai,True
509,27,Contact Management,true,general,True
510,27,Deal Pipeline,true,general,True
511,27,Email Integration,true,integration,True
512,27,Automation,true,ai,True
513,27,Reporting/Analytics,true,analytics,True
514,27,Lead Scoring,false,general,False
515,27,API/Integrations,true,integration,True
516,27,Mobile App,true,mobile,True
517,27,Custom Fields,false,general,False
518,27,Workflow Builder,true,general,True
519,27,Email Templates,true,ai,True
520,27,Call Tracking,false,general,False
521,27,Social Media Integration,false,integration,False
522,27,Territory Management,false,general,False
523,27,Forecasting,false,general,False
524,27,Web Forms,false,general,False
525,27,Live Chat,false,general,False
526,27,AI Features,false,ai,False
527,28,Contact Management,true,general,True
528,28,Deal Pipeline,true,general,True
529,28,Email Integration,true,integration,True
530,28,Automation,true,ai,True
531,28,Reporting/Analytics,true,analytics,True
532,28,Lead Scoring,true,general,True
533,28,API/Integrations,true,integration,True
534,28,Mobile App,true,mobile,True
535,28,Custom Fields,true,general,True
536,28,Workflow Builder,true,general,True
537,28,Email Templates,true,ai,True
538,28,Call Tracking,false,general,False
539,28,Social Media Integration,false,integration,False
540,28,Territory Management,false,general,False
541,28,Forecasting,false,general,False
542,28,Web Forms,false,general,False
543,28,Live Chat,false,general,False
544,28,AI Features,false,ai,False
545,29,Contact Management,true,general,True
546,29,Deal Pipeline,true,general,True
547,29,Email Integration,true,integration,True
548,29,Automation,true,ai,True
549,29,Reporting/Analytics,true,analytics,True
550,29,Lead Scoring,false,general,False
551,29,API/Integrations,true,integration,True
552,29,Mobile App,true,mobile,True
553,29,Custom Fields,true,general,True
554,29,Workflow Builder,true,general,True
555,29,Email Templates,true,ai,True
556,29,Call Tracking,true,general,True
557,29,Social Media Integration,false,integration,False
558,29,Territory Management,false,general,False
559,29,Forecasting,false,general,False
560,29,Web Forms,true,general,True
561,29,Live Chat,false,general,False
562,29,AI Features,true,ai,True
563,30,Contact Management,true,general,True
564,30,Deal Pipeline,true,general,True
565,30,Email Integration,true,integration,True
566,30,Automation,true,ai,True
567,30,Reporting/Analytics,true,analytics,True
568,30,Lead Scoring,false,general,False
569,30,API/Integrations,true,integration,True
570,30,Mobile App,false,mobile,False
571,30,Custom Fields,true,general,True
572,30,Workflow Builder,true,general,True
573,30,Email Templates,true,ai,True
574,30,Call Tracking,true,general,True
575,30,Social Media Integration,true,integration,True
576,30,Territory Management,false,general,False
577,30,Forecasting,false,general,False
578,30,Web Forms,false,general,False
579,30,Live Chat,false,general,False
580,30,AI Features,true,ai,True
581,31,Contact Management,true,general,True
582,31,Deal Pipeline,true,general,True
583,31,Email Integration,true,integration,True
584,31,Automation,true,ai,True
585,31,Reporting/Analytics,true,analytics,True
586,31,Lead Scoring,false,general,False
587,31,API/Integrations,true,integration,True
588,31,Mobile App,false,mobile,False
589,31,Custom Fields,true,general,True
590,31,Workflow Builder,true,general,True
591,31,Email Templates,true,ai,True
592,31,Call Tracking,false,general,False
593,31,Social Media Integration,false,integration,False
594,31,Territory Management,false,general,False
595,31,Forecasting,false,general,False
596,31,Web Forms,true,general,True
597,31,Live Chat,false,general,False
598,31,AI Features,true,ai,True
599,32,Contact Management,true,general,True
600,32,Deal Pipeline,true,general,True
601,32,Email Integration,true,integration,True
602,32,Automation,false,ai,False
603,32,Reporting/Analytics,false,analytics,False
604,32,Lead Scoring,false,general,False
605,32,API/Integrations,true,integration,True
606,32,Mobile App,true,mobile,True
607,32,Custom Fields,true,general,True
608,32,Workflow Builder,false,general,False
609,32,Email Templates,false,ai,False
610,32,Call Tracking,false,general,False
611,32,Social Media Integration,false,integration,False
612,32,Territory Management,false,general,False
613,32,Forecasting,false,general,False
614,32,Web Forms,true,general,True
615,32,Live Chat,false,general,False
616,32,AI Features,false,ai,False
617,33,Contact Management,true,general,True
618,33,Deal Pipeline,true,general,True
619,33,Email Integration,true,integration,True
620,33,Automation,true,ai,True
621,33,Reporting/Analytics,true,analytics,True
622,33,Lead Scoring,false,general,False
623,33,API/Integrations,true,integration,True
624,33,Mobile App,false,mobile,False
625,33,Custom Fields,true,general,True
626,33,Workflow Builder,true,general,True
627,33,Email Templates,true,ai,True
628,33,Call Tracking,false,general,False
629,33,Social Media Integration,false,integration,False
630,33,Territory Management,false,general,False
631,33,Forecasting,false,general,False
632,33,Web Forms,false,general,False
633,33,Live Chat,false,general,False
634,33,AI Features,true,ai,True
635,34,Contact Management,true,general,True
636,34,Deal Pipeline,true,general,True
637,34,Email Integration,true,integration,True
638,34,Automation,true,ai,True
639,34,Reporting/Analytics,true,analytics,True
640,34,Lead Scoring,false,general,False
641,34,API/Integrations,true,integration,True
642,34,Mobile App,true,mobile,True
643,34,Custom Fields,true,general,True
644,34,Workflow Builder,false,general,False
645,34,Email Templates,true,ai,True
646,34,Call Tracking,false,general,False
647,34,Social Media Integration,true,integration,True
648,34,Territory Management,false,general,False
649,34,Forecasting,false,general,False
650,34,Web Forms,false,general,False
651,34,Live Chat,false,general,False
652,34,AI Features,true,ai,True
653,35,Contact Management,true,general,True
654,35,Deal Pipeline,true,general,True
655,35,Email Integration,true,integration,True
656,35,Automation,true,ai,True
657,35,Reporting/Analytics,true,analytics,True
658,35,Lead Scoring,false,general,False
659,35,API/Integrations,true,integration,True
660,35,Mobile App,false,mobile,False
661,35,Custom Fields,true,general,True
662,35,Workflow Builder,true,general,True
663,35,Email Templates,true,ai,True
664,35,Call Tracking,false,general,False
665,35,Social Media Integration,true,integration,True
666,35,Territory Management,false,general,False
667,35,Forecasting,true,general,True
668,35,Web Forms,false,general,False
669,35,Live Chat,false,general,False
670,35,AI Features,true,ai,True
671,36,Contact Management,true,general,True
672,36,Deal Pipeline,true,general,True
673,36,Email Integration,true,integration,True
674,36,Automation,true,ai,True
675,36,Reporting/Analytics,true,analytics,True
676,36,Lead Scoring,false,general,False
677,36,API/Integrations,true,integration,True
678,36,Mobile App,false,mobile,False
679,36,Custom Fields,true,general,True
680,36,Workflow Builder,true,general,True
681,36,Email Templates,true,ai,True
682,36,Call Tracking,true,general,True
683,36,Social Media Integration,false,integration,False
684,36,Territory Management,false,general,False
685,36,Forecasting,false,general,False
686,36,Web Forms,false,general,False
687,36,Live Chat,false,general,False
688,36,AI Features,true,ai,True
689,37,Email Builder (Drag & Drop),true,ai,True
690,37,Automation Sequences,true,ai,True
691,37,Segmentation,true,general,True
692,37,A/B Testing,true,general,True
693,37,Landing Pages,true,general,True
694,37,Analytics/Reporting,true,analytics,True
695,37,API/Integrations,true,integration,True
696,37,Templates,true,general,True
697,37,SMS Marketing,true,general,True
698,37,Signup Forms,true,general,True
699,37,Personalization,true,general,True
700,37,RSS-to-Email,false,ai,False
701,37,Transactional Email,true,ai,True
702,37,Free Plan,true,general,True
703,37,Deliverability Tools,true,general,True
704,37,CRM Integration,false,integration,False
705,37,E-commerce Integration,true,integration,True
706,37,Dynamic Content,true,general,True
707,38,Email Builder (Drag & Drop),true,ai,True
708,38,Automation Sequences,true,ai,True
709,38,Segmentation,true,general,True
710,38,A/B Testing,false,general,False
711,38,Landing Pages,true,general,True
712,38,Analytics/Reporting,true,analytics,True
713,38,API/Integrations,true,integration,True
714,38,Templates,true,general,True
715,38,SMS Marketing,false,general,False
716,38,Signup Forms,true,general,True
717,38,Personalization,true,general,True
718,38,RSS-to-Email,false,ai,False
719,38,Transactional Email,true,ai,True
720,38,Free Plan,true,general,True
721,38,Deliverability Tools,true,general,True
722,38,CRM Integration,false,integration,False
723,38,E-commerce Integration,true,integration,True
724,38,Dynamic Content,true,general,True
725,39,Email Builder (Drag & Drop),true,ai,True
726,39,Automation Sequences,true,ai,True
727,39,Segmentation,true,general,True
728,39,A/B Testing,true,general,True
729,39,Landing Pages,true,general,True
730,39,Analytics/Reporting,true,analytics,True
731,39,API/Integrations,true,integration,True
732,39,Templates,true,general,True
733,39,SMS Marketing,true,general,True
734,39,Signup Forms,true,general,True
735,39,Personalization,true,general,True
736,39,RSS-to-Email,false,ai,False
737,39,Transactional Email,true,ai,True
738,39,Free Plan,true,general,True
739,39,Deliverability Tools,true,general,True
740,39,CRM Integration,true,integration,True
741,39,E-commerce Integration,true,integration,True
742,39,Dynamic Content,true,general,True
743,40,Email Builder (Drag & Drop),true,ai,True
744,40,Automation Sequences,true,ai,True
745,40,Segmentation,true,general,True
746,40,A/B Testing,true,general,True
747,40,Landing Pages,true,general,True
748,40,Analytics/Reporting,true,analytics,True
749,40,API/Integrations,true,integration,True
750,40,Templates,true,general,True
751,40,SMS Marketing,true,general,True
752,40,Signup Forms,true,general,True
753,40,Personalization,true,general,True
754,40,RSS-to-Email,false,ai,False
755,40,Transactional Email,true,ai,True
756,40,Free Plan,true,general,True
757,40,Deliverability Tools,true,general,True
758,40,CRM Integration,true,integration,True
759,40,E-commerce Integration,true,integration,True
760,40,Dynamic Content,true,general,True
761,41,Email Builder (Drag & Drop),true,ai,True
762,41,Automation Sequences,true,ai,True
763,41,Segmentation,true,general,True
764,41,A/B Testing,false,general,False
765,41,Landing Pages,false,general,False
766,41,Analytics/Reporting,true,analytics,True
767,41,API/Integrations,true,integration,True
768,41,Templates,true,general,True
769,41,SMS Marketing,true,general,True
770,41,Signup Forms,true,general,True
771,41,Personalization,true,general,True
772,41,RSS-to-Email,false,ai,False
773,41,Transactional Email,true,ai,True
774,41,Free Plan,true,general,True
775,41,Deliverability Tools,false,general,False
776,41,CRM Integration,true,integration,True
777,41,E-commerce Integration,true,integration,True
778,41,Dynamic Content,true,general,True
779,42,Email Builder (Drag & Drop),true,ai,True
780,42,Automation Sequences,true,ai,True
781,42,Segmentation,true,general,True
782,42,A/B Testing,false,general,False
783,42,Landing Pages,false,general,False
784,42,Analytics/Reporting,true,analytics,True
785,42,API/Integrations,true,integration,True
786,42,Templates,true,general,True
787,42,SMS Marketing,false,general,False
788,42,Signup Forms,true,general,True
789,42,Personalization,true,general,True
790,42,RSS-to-Email,false,ai,False
791,42,Transactional Email,true,ai,True
792,42,Free Plan,true,general,True
793,42,Deliverability Tools,false,general,False
794,42,CRM Integration,false,integration,False
795,42,E-commerce Integration,true,integration,True
796,42,Dynamic Content,true,general,True
